Kode;Kategori;Deskripsi;Satuan;Harga Beli;Diskon Beli;Total Beli;Harga Jual;Diskon Jual;Total Jual;;
RJ558;Fitting GREST;Fitting Grest Knee 3 D;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ552;Fitting GREST;Fitting Grest Knee 3/4;PCS;2.000;0 %;2.000;2.000;0 %;2.000;;
RJ559;Fitting GREST;Fitting Grest knee 4 D ;PCS;12.500;0 %;12.500;15.000;0 %;15.000;;
RJ596;Fitting GREST;Fitting Grest SDL 3/4;PCS;1.750;0 %;1.750;2.500;0 %;2.500;;
RJ571;Fitting GREST;Fitting Grest Socket 1;PCS;2.000;0 %;2.000;2.500;0 %;2.500;;
RJ569;Fitting GREST;Fitting Grest Socket 1/2;PCS;1.500;0 %;1.500;2.000;0 %;2.000;;
RJ573;Fitting GREST;Fitting Grest SOCKET 11/2 D;PCS;2.500;0 %;2.500;3.500;0 %;3.500;;
RJ572;Fitting GREST;Fitting Grest Socket 11/4 D;PCS;2.250;0 %;2.250;3.000;0 %;3.000;;
RJ574;Fitting GREST;Fitting Grest socket 2 D;PCS;3.000;0 %;3.000;3.500;0 %;3.500;;
RJ575;Fitting GREST;Fitting Grest SOCKET 21/2 ;PCS;4.500;0 %;4.500;5.000;0 %;5.000;;
RJ570;Fitting GREST;Fitting Grest Socket 3/4;PCS;1.750;0 %;1.750;2.000;0 %;2.000;;
RJ577;Fitting GREST;Fitting Grest SOCKET 4;PCS;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ576;Fitting GREST;Fitting Grest SOCKET3 D;PCS;5.000;0 %;5.000;6.000;0 %;6.000;;
RJ562;Fitting GREST;Fitting Grest Tee 1;PCS;3.500;0 %;3.500;4.000;0 %;4.000;;
RJ560;Fitting GREST;Fitting Grest Tee 1/2;PCS;2.000;0 %;2.000;2.500;0 %;2.500;;
RJ564;Fitting GREST;Fitting Grest tee 11/2 D;PCS;5.000;0 %;5.000;6.000;0 %;6.000;;
RJ563;Fitting GREST;Fitting Grest Tee 11/4 D;PCS;4.000;0 %;4.000;4.500;0 %;4.500;;
RJ565;Fitting GREST;Fitting Grest Tee 2 ;PCS;6.000;0 %;6.000;7.500;0 %;7.500;;
RJ566;Fitting GREST;Fitting Grest Tee 21/2 D;PCS;9.000;0 %;9.000;10.000;0 %;10.000;;
RJ567;Fitting GREST;Fitting Grest Tee 3 D;PCS;11.000;0 %;11.000;12.000;0 %;12.000;;
RJ561;Fitting GREST;Fitting Grest Tee 3/4;PCS;2.250;0 %;2.250;2.500;0 %;2.500;;
RJ568;Fitting GREST;Fitting Grest Tee 4 D;PCS;16.500;0 %;16.500;17.500;0 %;17.500;;
RJ591;Fitting GREST;Fitting Grest Watter Moor 1x1/2;PCS;8.000;0 %;8.000;10.000;0 %;10.000;;
RJ592;Fitting GREST;Fitting Grest Watter Moor 1x3/4;PCS;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ1874;Fitting GREST;"Jaya Dop 21/2""";1pcs;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ1875;Fitting GREST;"Jaya Dop 3""";1pcs;4.500;0 %;4.500;6.000;0 %;6.000;;
RJ1873;Fitting GREST;"Jaya Dop2""";1pcs;3.000;0 %;3.000;4.000;0 %;4.000;;
RJ1876;Fitting GREST;"Superlon Super Dop 4""";1pcs;5.500;0 %;5.500;7.000;0 %;7.000;;
RJ1964;Fitting GREST;"Superlon super Dop 5""";1pcs;21.500;2000 %;21.500;20.000;0 %;20.000;;
RJ549;FITTING LANGGENG;Dop 11/2;PCS;2.500;0 %;2.500;3.500;0 %;3.500;;
RJ744;FITTING LANGGENG;Dop 11/2;PCS;2.500;0 %;2.500;3.000;0 %;3.000;;
RJ548;FITTING LANGGENG;Dop 2;PCS;4.000;0 %;4.000;5.000;0 %;5.000;;
RJ547;FITTING LANGGENG;Dop 3;PCS;5.500;0 %;5.500;7.500;0 %;7.500;;
RJ550;FITTING LANGGENG;Pralon Listrik 5/8;PCS;11.500;0 %;11.500;13.000;0 %;13.000;;
RJ545;FITTING LANGGENG;Watter Moor 11/2;PCS;17.500;0 %;17.500;25.000;0 %;25.000;;
RJ544;FITTING LANGGENG;Watter Moor 11/4;PCS;13.000;0 %;13.000;20.000;0 %;20.000;;
RJ542;FITTING LANGGENG;Watter Moor 1x1/2;PCS;5.500;0 %;5.500;7.500;0 %;7.500;;
RJ543;FITTING LANGGENG;Watter Moor 1x3/4;PCS;6.000;0 %;6.000;7.500;0 %;7.500;;
RJ546;FITTING LANGGENG;Watter Moor 2;PCS;35.000;0 %;35.000;50.000;0 %;50.000;;
RJ1086;Fitting Modif;V Sok Pvc Modif Luar 3/4 Dalam 3/4;PCS;4.500;0 %;4.500;5.000;0 %;5.000;;
RJ1085;Fitting Modif;v sok Sokkran Pvc Luar 1/2 Dalam 1/2;PCS;4.500;0 %;4.500;5.000;0 %;5.000;;
RJ858;Fitting Rucika;CLEAN OUT (D) 2;PCS;7.100;1500 %;7.100;7.500;0 %;7.500;;
RJ860;Fitting Rucika;CLEAN OUT(D) 4;PCS;28.900;1500 %;28.900;27.500;0 %;27.500;;
RJ859;Fitting Rucika;CLEAN OUT(D)3;PCS;11.200;1500 %;11.200;12.000;0 %;12.000;;
RJ843;Fitting Rucika;DOP(CAP) AW 1;PCS;2.600;1500 %;2.600;2.500;0 %;2.500;;
RJ841;Fitting Rucika;DOP(CAP) AW 1/2;PCS;1.500;1500 %;1.500;1.500;0 %;1.500;;
RJ845;Fitting Rucika;DOP(CAP) AW 11/2;PCS;7.000;1500 %;7.000;6.000;0 %;6.000;;
RJ844;Fitting Rucika;DOP(CAP) AW 11/4;PCS;4.100;1500 %;4.100;4.000;0 %;4.000;;
RJ846;Fitting Rucika;DOP(CAP) AW 2;PCS;8.100;1500 %;8.100;7.000;0 %;7.000;;
RJ847;Fitting Rucika;DOP(CAP) AW 21/2;PCS;16.600;1500 %;16.600;15.000;0 %;15.000;;
RJ848;Fitting Rucika;DOP(CAP) AW 3;PCS;25.000;1500 %;25.000;22.500;0 %;22.500;;
RJ842;Fitting Rucika;DOP(CAP) AW 3/4;PCS;1.700;1500 %;1.700;2.000;0 %;2.000;;
RJ849;Fitting Rucika;DOP(CAP) AW 4;PCS;52.300;1500 %;52.300;50.000;0 %;50.000;;
RJ850;Fitting Rucika;DOP(CAP) AW 6;PCS;89.700;1500 %;89.700;80.000;0 %;80.000;;
RJ851;Fitting Rucika;DOP(CAP) AW 8;PCS;175.900;1500 %;175.900;165.000;0 %;165.000;;
RJ853;Fitting Rucika;DOP(CAP) D 11/2;PCS;5.300;1500 %;5.300;5.000;0 %;5.000;;
RJ852;Fitting Rucika;DOP(CAP) D 11/4;PCS;3.900;1500 %;3.900;4.000;0 %;4.000;;
RJ854;Fitting Rucika;DOP(CAP) D 2;PCS;7.300;1500 %;7.300;6.500;0 %;6.500;;
RJ855;Fitting Rucika;DOP(CAP) D 21/2;PCS;9.100;1500 %;9.100;8.000;0 %;8.000;;
RJ856;Fitting Rucika;DOP(CAP) D 3;PCS;11.400;1500 %;11.400;10.000;0 %;10.000;;
RJ857;Fitting Rucika;DOP(CAP) D 4;PCS;21.300;1500 %;21.300;20.000;0 %;20.000;;
RJ891;Fitting Rucika;DOUBLE NEPPLE(AW) 1;PCS;2.800;1500 %;2.800;3.000;0 %;3.000;;
RJ889;Fitting Rucika;DOUBLE NEPPLE(AW) 1/2;PCS;1.400;1500 %;1.400;1.500;0 %;1.500;;
RJ890;Fitting Rucika;DOUBLE NEPPLE(AW)3/4;PCS;1.700;1500 %;1.700;2.000;0 %;2.000;;
RJ1027;Fitting Rucika;FLANGE(AW) 21/2;PCS;51.300;1500 %;51.300;45.000;0 %;45.000;;
RJ1028;Fitting Rucika;FLANGE(AW) 3;PCS;60.900;1500 %;60.900;55.000;0 %;55.000;;
RJ1029;Fitting Rucika;FLANGE(AW) 4;PCS;100.500;1500 %;100.500;90.000;0 %;90.000;;
RJ1030;Fitting Rucika;FLANGE(AW) 6;PCS;229.300;1500 %;229.300;220.000;0 %;220.000;;
RJ1026;Fitting Rucika;FLANGE(AW)2;PCS;39.400;1500 %;39.400;35.000;0 %;35.000;;
RJ1001;Fitting Rucika;Flug Sok D(INCREASER) 11/2X11/4;PCS;3.400;1500 %;3.400;3.000;0 %;3.000;;
RJ1004;Fitting Rucika;Flug Sok D(INCREASER) 21/2X11/2;PCS;6.900;1500 %;6.900;6.000;0 %;6.000;;
RJ1003;Fitting Rucika;Flug Sok D(INCREASER) 2X11/2;PCS;4.500;1500 %;4.500;4.000;0 %;4.000;;
RJ1002;Fitting Rucika;Flug Sok D(INCREASER) 2X11/4;PCS;4.300;1500 %;4.300;4.000;0 %;4.000;;
RJ1005;Fitting Rucika;Flug Sok D(INCREASER)21/2X2;PCS;7.300;1500 %;7.300;7.000;0 %;7.000;;
RJ1007;Fitting Rucika;Flug Sok D(INCREASER)3X11/2;PCS;8.700;1500 %;8.700;8.000;0 %;8.000;;
RJ1006;Fitting Rucika;Flug Sok D(INCREASER)3X11/4;PCS;6.300;1500 %;6.300;6.000;0 %;6.000;;
RJ1008;Fitting Rucika;Flug Sok D(INCREASER)3X2;PCS;9.300;1500 %;9.300;8.500;0 %;8.500;;
RJ1009;Fitting Rucika;Flug Sok D(INCREASER)3X21/2;PCS;9.400;1500 %;9.400;8.500;0 %;8.500;;
RJ1010;Fitting Rucika;Flug Sok D(INCREASER)4X2;PCS;15.600;1500 %;15.600;15.000;0 %;15.000;;
RJ1011;Fitting Rucika;Flug Sok D(INCREASER)4X21/2;PCS;17.300;1500 %;17.300;16.000;0 %;16.000;;
RJ1012;Fitting Rucika;Flug Sok D(INCREASER)4X3;PCS;18.200;1500 %;18.200;17.500;0 %;17.500;;
RJ1013;Fitting Rucika;Flug Sok D(INCREASER)5X3;PCS;32.300;1500 %;32.300;30.000;0 %;30.000;;
RJ1014;Fitting Rucika;Flug Sok D(INCREASER)5X4;PCS;34.200;1500 %;34.200;32.500;0 %;32.500;;
RJ1015;Fitting Rucika;Flug Sok D(INCREASER)6X3;PCS;50.300;1500 %;50.300;45.000;0 %;45.000;;
RJ1016;Fitting Rucika;Flug Sok D(INCREASER)6X4;PCS;51.000;1500 %;51.000;50.000;0 %;50.000;;
RJ1017;Fitting Rucika;Flug Sok D(INCREASER)6X5;PCS;64.900;1500 %;64.900;60.000;0 %;60.000;;
RJ1018;Fitting Rucika;Flug Sok D(INCREASER)8X4;PCS;108.900;1500 %;108.900;100.000;0 %;100.000;;
RJ1019;Fitting Rucika;Flug Sok D(INCREASER)8X6;PCS;112.900;1500 %;112.900;125.000;0 %;125.000;;
RJ974;Fitting Rucika;Flug Sok(reducing Socket) 11/2x11/4 Aw;PCS;8.200;1500 %;8.200;7.500;0 %;7.500;;
RJ966;Fitting Rucika;Flug Sok(reducing Socket) 1x1/2;PCS;2.800;1500 %;2.800;2.500;0 %;2.500;;
RJ980;Fitting Rucika;Flug Sok(reducing Socket) 21/2x11/2aw;PCS;17.900;1500 %;17.900;17.500;0 %;17.500;;
RJ981;Fitting Rucika;Flug Sok(reducing Socket) 21/2x2;PCS;19.400;1500 %;19.400;17.500;0 %;17.500;;
RJ979;Fitting Rucika;Flug Sok(reducing Socket) 2x11/2 Aw;PCS;12.400;1500 %;12.400;12.000;0 %;12.000;;
RJ983;Fitting Rucika;Flug Sok(reducing Socket) 3x1 Aw;PCS;14.900;1500 %;14.900;15.000;0 %;15.000;;
RJ985;Fitting Rucika;Flug Sok(reducing Socket) 3x11/2aw;PCS;20.200;1500 %;20.200;20.000;0 %;20.000;;
RJ984;Fitting Rucika;Flug Sok(reducing Socket) 3x11/4aw;PCS;18.200;1500 %;18.200;17.500;0 %;17.500;;
RJ982;Fitting Rucika;Flug Sok(reducing Socket) 3x3/4aw;PCS;14.400;1500 %;14.400;15.000;0 %;15.000;;
RJ994;Fitting Rucika;Flug Sok(reducing Socket) 6x3 Aw;PCS;105.300;1500 %;105.300;100.000;0 %;100.000;;
RJ1000;Fitting Rucika;Flug Sok(reducing Socket)10x8 Aw;PCS;411.100;1500 %;411.100;400.000;0 %;400.000;;
RJ973;Fitting Rucika;Flug Sok(reducing Socket)11/2x1;PCS;7.300;1500 %;7.300;6.500;0 %;6.500;;
RJ971;Fitting Rucika;Flug Sok(reducing Socket)11/2x1/2;PCS;5.700;1500 %;5.700;5.000;0 %;5.000;;
RJ972;Fitting Rucika;Flug Sok(reducing Socket)11/2x3/4;PCS;6.000;1500 %;6.000;6.000;0 %;6.000;;
RJ970;Fitting Rucika;Flug Sok(reducing Socket)11/4x1;PCS;5.300;1500 %;5.300;5.000;0 %;5.000;;
RJ968;Fitting Rucika;Flug Sok(reducing Socket)11/4x1/2;PCS;3.900;1500 %;3.900;4.000;0 %;4.000;;
RJ969;Fitting Rucika;Flug Sok(reducing Socket)11/4x3/4;PCS;4.600;1500 %;4.600;4.000;0 %;4.000;;
RJ967;Fitting Rucika;Flug Sok(reducing Socket)1x3/4;PCS;3.800;1500 %;3.800;3.500;0 %;3.500;;
RJ977;Fitting Rucika;Flug Sok(reducing Socket)2x1 Aw;PCS;10.000;1500 %;10.000;9.000;0 %;9.000;;
RJ975;Fitting Rucika;Flug Sok(reducing Socket)2x1/2 Aw;PCS;8.500;1500 %;8.500;8.000;0 %;8.000;;
RJ978;Fitting Rucika;Flug Sok(reducing Socket)2x11/4 Aw;PCS;11.600;1500 %;11.600;10.000;0 %;10.000;;
RJ976;Fitting Rucika;Flug Sok(reducing Socket)2x3/4aw;PCS;9.100;1500 %;9.100;8.000;0 %;8.000;;
RJ986;Fitting Rucika;Flug Sok(reducing Socket)3x2 Aw;PCS;21.600;1500 %;21.600;20.000;0 %;20.000;;
RJ987;Fitting Rucika;Flug Sok(reducing Socket)3x21/2 Aw;Pcs;32.100;1500 %;32.100;30.000;0 %;30.000;;
RJ988;Fitting Rucika;Flug Sok(reducing Socket)4x11/2 Aw;PCS;52.800;1500 %;52.800;50.000;0 %;50.000;;
RJ989;Fitting Rucika;Flug Sok(reducing Socket)4x2 Aw;PCS;57.400;1500 %;57.400;52.500;0 %;52.500;;
RJ990;Fitting Rucika;Flug Sok(reducing Socket)4x21/2 Aw;PCS;58.600;1500 %;58.600;55.000;0 %;55.000;;
RJ991;Fitting Rucika;Flug Sok(reducing Socket)4x3 Aw;PCS;61.300;1500 %;61.300;57.500;0 %;57.500;;
RJ992;Fitting Rucika;Flug Sok(reducing Socket)5x3 Aw;PCS;86.600;1500 %;86.600;80.000;0 %;80.000;;
RJ993;Fitting Rucika;Flug Sok(reducing Socket)5x4 Aw;PCS;92.400;1500 %;92.400;85.000;0 %;85.000;;
RJ995;Fitting Rucika;Flug Sok(reducing Socket)6x4 Aw;PCS;114.800;1500 %;114.800;120.000;0 %;120.000;;
RJ996;Fitting Rucika;Flug Sok(reducing Socket)6x5 Aw;PCS;120.200;1500 %;120.200;120.000;0 %;120.000;;
RJ997;Fitting Rucika;Flug Sok(reducing Socket)8x4 Aw;PCS;206.300;1500 %;206.300;200.000;0 %;200.000;;
RJ998;Fitting Rucika;Flug Sok(reducing Socket)8x5 AW;PCS;221.500;1500 %;221.500;200.000;0 %;200.000;;
RJ999;Fitting Rucika;Flug Sok(reducing Socket)8x6 Aw;PCS;235.200;1500 %;235.200;225.000;0 %;225.000;;
RJ965;Fitting Rucika;Flug Sok(redusing Socket) 3/4x1/2;PCS;2.700;1500 %;2.700;2.500;0 %;2.500;;
RJ793;Fitting Rucika;KDD (FAUCET ELBOW) AW 1/2X3/4;PCS;2.800;1500 %;2.800;3.000;0 %;3.000;;
RJ792;Fitting Rucika;KDD /FAUCET ELBOW(AW) 1/2;PCS;2.500;1500 %;2.500;2.500;0 %;2.500;;
RJ796;Fitting Rucika;KDD KUNINGAN AW 1/2;PCS;10.400;1500 %;10.400;10.000;0 %;10.000;;
RJ798;Fitting Rucika;KDD KUNINGAN AW 3/4;PCS;17.600;1500 %;17.600;15.000;0 %;15.000;;
RJ797;Fitting Rucika;KDD KUNINGAN AW1/2X3/4;PCS;15.100;1500 %;15.100;13.000;0 %;13.000;;
RJ794;Fitting Rucika;KDD(FAUCET ELBOW) AW 3/4;PCS;3.700;1500 %;3.700;3.500;0 %;3.500;;
RJ795;Fitting Rucika;KDD(FAUCET ELBOW)AW 1;PCS;5.300;1500 %;5.300;5.000;0 %;5.000;;
RJ816;Fitting Rucika;KNE (ELBOW) 1/2 AW;PCS;2.500;1000 %;2.500;2.500;0 %;2.500;;
RJ817;Fitting Rucika;KNE (ELBOW) 3/4 AW;PCS;3.200;1500 %;3.200;3.000;0 %;3.000;;
RJ818;Fitting Rucika;KNE (ELBOW) AW 1;PCS;4.700;1500 %;4.700;4.500;0 %;4.500;;
RJ828;Fitting Rucika;KNE (ELBOW) AW 10;PCS;627.900;1500 %;627.900;575.000;0 %;575.000;;
RJ820;Fitting Rucika;KNE (ELBOW) AW 11/2;PCS;11.200;1500 %;11.200;10.000;0 %;10.000;;
RJ819;Fitting Rucika;KNE (ELBOW) AW 11/4;PCS;8.100;1500 %;8.100;7.500;0 %;7.500;;
RJ829;Fitting Rucika;KNE (ELBOW) AW 12;PCS;932.700;1500 %;932.700;850.000;0 %;850.000;;
RJ821;Fitting Rucika;KNE (ELBOW) AW 2;PCS;16.900;1500 %;16.900;15.000;0 %;15.000;;
RJ822;Fitting Rucika;KNE (ELBOW) AW 21/2;PCS;26.700;1500 %;26.700;25.000;0 %;25.000;;
RJ823;Fitting Rucika;KNE (ELBOW) AW 3;PCS;44.400;1500 %;44.400;40.000;0 %;40.000;;
RJ824;Fitting Rucika;KNE (ELBOW) AW 4;PCS;82.100;1500 %;82.100;72.500;0 %;72.500;;
RJ826;Fitting Rucika;KNE (ELBOW) AW 6;PCS;207.500;1500 %;207.500;185.000;0 %;185.000;;
RJ827;Fitting Rucika;KNE (ELBOW) AW 8;PCS;469.800;1500 %;469.800;425.000;0 %;425.000;;
RJ831;Fitting Rucika;KNE (ELBOW) D 11/2;PCS;4.300;1500 %;4.300;4.000;0 %;4.000;;
RJ830;Fitting Rucika;KNE (ELBOW) D 11/4;PCS;3.400;1500 %;3.400;3.000;0 %;3.000;;
RJ832;Fitting Rucika;KNE (ELBOW) D 2;PCS;7.000;1500 %;7.000;6.500;0 %;6.500;;
RJ833;Fitting Rucika;KNE (ELBOW) D 21/2;PCS;11.200;1500 %;11.200;10.000;0 %;10.000;;
RJ825;Fitting Rucika;KNE (ELBOW)AW 5;PCS;124.200;1500 %;124.200;120.000;0 %;120.000;;
RJ839;Fitting Rucika;KNE(ELBOW) D 10;PCS;412.800;1500 %;412.800;375.000;0 %;375.000;;
RJ840;Fitting Rucika;KNE(ELBOW) D 12;PCS;624.100;1500 %;624.100;575.000;0 %;575.000;;
RJ834;Fitting Rucika;KNE(ELBOW) D 3;PCS;16.300;1500 %;16.300;15.000;0 %;15.000;;
RJ835;Fitting Rucika;KNE(ELBOW) D 4;PCS;32.300;1500 %;32.300;30.000;0 %;30.000;;
RJ836;Fitting Rucika;KNE(ELBOW) D 5;PCS;79.200;1500 %;79.200;75.000;0 %;75.000;;
RJ837;Fitting Rucika;KNE(ELBOW) D 6;PCS;94.200;1500 %;94.200;85.000;0 %;85.000;;
RJ838;Fitting Rucika;KNE(ELBOW) D 8;PCS;207.400;1500 %;207.400;200.000;0 %;200.000;;
RJ1076;Fitting Rucika;Large Radius Double Tee (D-WLT) 4;PCS;116.500;1500 %;116.500;120.000;0 %;120.000;;
RJ1074;Fitting Rucika;Large Radius Double Tee (D-WLT)2;PCS;22.900;1500 %;22.900;20.000;0 %;20.000;;
RJ1075;Fitting Rucika;Large Radius Double Tee (D-WLT)3X2;PCS;34.000;1500 %;34.000;30.000;0 %;30.000;;
RJ1067;Fitting Rucika;Large Radius Elbow(D-LL) 11/2;PCS;9.300;1500 %;9.300;8.500;0 %;8.500;;
RJ1066;Fitting Rucika;Large Radius Elbow(D-LL) 11/4;PCS;6.200;1500 %;6.200;6.000;0 %;6.000;;
RJ1068;Fitting Rucika;Large Radius Elbow(D-LL) 2;PCS;13.300;1500 %;13.300;12.500;0 %;12.500;;
RJ1069;Fitting Rucika;Large Radius Elbow(D-LL) 21/2;PCS;19.600;1500 %;19.600;20.000;0 %;20.000;;
RJ1070;Fitting Rucika;Large Radius Elbow(D-LL) 3;PCS;30.000;1500 %;30.000;30.000;0 %;30.000;;
RJ1071;Fitting Rucika;Large Radius Elbow(D-LL) 4;PCS;62.400;1500 %;62.400;60.000;0 %;60.000;;
RJ1072;Fitting Rucika;Large Radius Elbow(D-LL) 5;PCS;112.700;1500 %;112.700;100.000;0 %;100.000;;
RJ1073;Fitting Rucika;Large Radius Elbow(D-LL) 6;PCS;187.500;1500 %;187.500;175.000;0 %;175.000;;
RJ888;Fitting Rucika;PLUG(AW) 1;PCS;2.200;1500 %;2.200;2.500;0 %;2.500;;
RJ886;Fitting Rucika;PLUG(AW) 1/2;PCS;1.400;100 %;1.400;1.500;0 %;1.500;;
RJ887;Fitting Rucika;PLUG(AW) 3/4;PCS;1.700;100 %;1.700;2.000;0 %;2.000;;
RJ1077;Fitting Rucika;P-TRAP(D) 11/2;PCS;18.300;1500 %;18.300;17.000;0 %;17.000;;
RJ1078;Fitting Rucika;P-TRAP(D) 2;PCS;19.200;1500 %;19.200;20.000;0 %;20.000;;
RJ1080;Fitting Rucika;P-TRAP(D) 3;PCS;41.000;1500 %;41.000;35.000;0 %;35.000;;
RJ1023;Fitting Rucika;Sargot(BACKFLOW) 3;PCS;28.100;1500 %;28.100;25.000;0 %;25.000;;
RJ1024;Fitting Rucika;Sargot(BACKFLOW) 4;PCS;50.700;1500 %;50.700;50.000;0 %;50.000;;
RJ1025;Fitting Rucika;Sargot(BACKFLOW) 6;PCS;128.700;1500 %;128.700;120.000;0 %;120.000;;
RJ813;Fitting Rucika;SDD KUNINGAN(FAUCET SOCKET) 1/2 ;PCS;10.100;1500 %;10.100;9.000;0 %;9.000;;
RJ814;Fitting Rucika;SDD KUNINGAN(FAUCET SOCKET) 1/2X3/4;PCS;14.800;1500 %;14.800;13.000;0 %;13.000;;
RJ815;Fitting Rucika;SDD KUNINGAN(FAUCET SOCKET) 3/4;PCS;16.700;1500 %;16.700;15.000;0 %;15.000;;
RJ806;Fitting Rucika;SDD(FAUCET SOCKET) 1;PCS;4.600;1500 %;4.600;4.000;0 %;4.000;;
RJ802;Fitting Rucika;SDD(FAUCET SOCKET) 1/2X1;PCS;3.500;1500 %;3.500;3.000;0 %;3.000;;
RJ800;Fitting Rucika;SDD(FAUCET SOCKET) 1/2X3/4;PCS;2.600;1500 %;2.600;3.000;0 %;3.000;;
RJ807;Fitting Rucika;SDD(FAUCET SOCKET) 11/4;PCS;6.900;1500 %;6.900;6.000;0 %;6.000;;
RJ804;Fitting Rucika;SDD(FAUCET SOCKET) 1X1/2;PCS;3.500;1500 %;3.500;3.500;0 %;3.500;;
RJ805;Fitting Rucika;SDD(FAUCET SOCKET) 1X3/4;PCS;3.700;1500 %;3.700;4.000;0 %;4.000;;
RJ810;Fitting Rucika;SDD(FAUCET SOCKET) 21/2AW;PCS;11.800;1500 %;11.800;11.000;0 %;11.000;;
RJ801;Fitting Rucika;SDD(FAUCET SOCKET) 3/4;PCS;2.800;1500 %;2.800;3.000;0 %;3.000;;
RJ803;Fitting Rucika;SDD(FAUCET SOCKET) 3/4X1;PCS;3.500;1500 %;3.500;3.000;0 %;3.000;;
RJ812;Fitting Rucika;SDD(FAUCET SOCKET) 4;PCS;55.500;1500 %;55.500;50.000;0 %;50.000;;
RJ799;Fitting Rucika;SDD(FAUCET SOCKET) AW1/2;PCS;2.200;1500 %;2.200;2.000;0 %;2.000;;
RJ808;Fitting Rucika;SDD(FAUCET SOCKET)11/2;PCS;9.100;1500 %;9.100;8.000;0 %;8.000;;
RJ809;Fitting Rucika;SDD(FAUCET SOCKET)2;PCS;11.300;1500 %;11.300;10.000;0 %;10.000;;
RJ811;Fitting Rucika;SDD(FAUCET SOCKET)3 AW;PCS;28.400;1500 %;28.400;25.000;0 %;25.000;;
RJ874;Fitting Rucika;SDL(VALVE SOCKET) 3/4;PCS;2.500;1500 %;2.500;2.500;0 %;2.500;;
RJ882;Fitting Rucika;SDL(VALVE SOCKET) AW 1/2X3/4;PCS;2.700;1500 %;2.700;2.500;0 %;2.500;;
RJ877;Fitting Rucika;SDL(VALVE SOCKET) AW 11/2;PCS;7.800;1500 %;7.800;7.000;0 %;7.000;;
RJ876;Fitting Rucika;SDL(VALVE SOCKET) AW 11/4;PCS;5.700;1500 %;5.700;5.000;0 %;5.000;;
RJ884;Fitting Rucika;SDL(VALVE SOCKET) AW 1X1/2;PCS;2.700;1500 %;2.700;2.500;0 %;2.500;;
RJ885;Fitting Rucika;SDL(VALVE SOCKET) AW 1X3/4;PCS;2.800;1500 %;2.800;2.500;0 %;2.500;;
RJ878;Fitting Rucika;SDL(VALVE SOCKET) AW 2;PCS;11.300;1500 %;11.300;10.000;0 %;10.000;;
RJ879;Fitting Rucika;SDL(VALVE SOCKET) AW 21/2;PCS;12.600;1500 %;12.600;12.000;0 %;12.000;;
RJ880;Fitting Rucika;SDL(VALVE SOCKET) AW 3;PCS;26.200;1500 %;26.200;25.000;0 %;25.000;;
RJ883;Fitting Rucika;SDL(VALVE SOCKET) AW 3/4X1/2;PCS;2.400;1500 %;2.400;2.500;0 %;2.500;;
RJ881;Fitting Rucika;SDL(VALVE SOCKET) AW 4;PCS;46.200;1500 %;46.200;45.000;0 %;45.000;;
RJ875;Fitting Rucika;SDL(VALVE SOCKET)AW 1;PCS;3.200;1500 %;3.200;3.000;0 %;3.000;;
RJ873;Fitting Rucika;SDL(VALVE SOCKET)AW 1/2;PCS;1.700;1500 %;1.700;1.500;0 %;1.500;;
RJ861;Fitting Rucika;SOCKET (AW) 1/2;PCS;2.500;1500 %;2.500;3.000;0 %;3.000;;
RJ1041;Fitting Rucika;SOCKET (D-DS) 10;PCS;207.900;1500 %;207.900;200.000;0 %;200.000;;
RJ1032;Fitting Rucika;SOCKET (D-DS) 11/2;PCS;3.100;1500 %;3.100;3.000;0 %;3.000;;
RJ1031;Fitting Rucika;SOCKET (D-DS) 11/4;PCS;2.600;1500 %;2.600;2.500;0 %;2.500;;
RJ1033;Fitting Rucika;SOCKET (D-DS) 2;PCS;4.700;1500 %;4.700;4.500;0 %;4.500;;
RJ1035;Fitting Rucika;SOCKET (D-DS) 21/2;PCS;7.600;1500 %;7.600;7.000;0 %;7.000;;
RJ1036;Fitting Rucika;SOCKET (D-DS) 3;PCS;11.800;1500 %;11.800;12.000;0 %;12.000;;
RJ1037;Fitting Rucika;SOCKET (D-DS) 4;PCS;21.000;1500 %;21.000;20.000;0 %;20.000;;
RJ1038;Fitting Rucika;SOCKET (D-DS) 5;PCS;39.500;1500 %;39.500;35.000;0 %;35.000;;
RJ1039;Fitting Rucika;SOCKET (D-DS) 6;PCS;51.400;1500 %;51.400;45.000;0 %;45.000;;
RJ1040;Fitting Rucika;SOCKET (D-DS) 8;PCS;136.100;1500 %;136.100;125.000;0 %;125.000;;
RJ863;Fitting Rucika;SOCKET(AW) 1;PCS;4.400;1500 %;4.400;4.500;0 %;4.500;;
RJ872;Fitting Rucika;SOCKET(AW) 10;PCS;523.100;1500 %;523.100;500.000;0 %;500.000;;
RJ865;Fitting Rucika;SOCKET(AW) 11/2;PCS;10.600;1500 %;10.600;12.000;0 %;12.000;;
RJ864;Fitting Rucika;SOCKET(AW) 11/4;PCS;7.400;1500 %;7.400;7.500;0 %;7.500;;
RJ866;Fitting Rucika;SOCKET(AW) 2;PCS;16.400;1500 %;16.400;16.000;0 %;16.000;;
