Kode;Kategori;Deskripsi;Satuan;Harga Beli;Diskon Beli;Total Beli;Harga Jual;Diskon Jual;Total Jual;;
RJ477;OTOMATIS; Otomatis DAB Abu2 1/4;PCS;20.000;0 %;20.000;20.000;0 %;20.000;;
RJ482;OTOMATIS;" Otomatis Dorong 1"" Waterplus/air Lux";1pcs;200.000;0 %;200.000;200.000;0 %;200.000;;
RJ481;OTOMATIS; Otomatis Dorong Isco 3/4;1pcs;100.000;0 %;100.000;120.000;0 %;120.000;;
RJ484;OTOMATIS;" Otomatis Dorong Wasser 1"" Wpc-01";PCS;450.000;0 %;450.000;450.000;0 %;450.000;;
RJ473;OTOMATIS; Otomatis Esse 1/4+3/8;PCS;37.500;0 %;37.500;40.000;0 %;40.000;;
RJ474;OTOMATIS; otomatis Icar I Maya;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ476;OTOMATIS; Otomatis INS;PCS;15.000;0 %;15.000;15.000;0 %;15.000;;
RJ478;OTOMATIS; Otomatis Isco 1/4+3/8;PCS;35.000;0 %;35.000;50.000;0 %;50.000;;
RJ480;OTOMATIS; Otomatis Jet Pump Jp PM5;1pcs;67.500;0 %;67.500;75.000;0 %;75.000;;
RJ475;OTOMATIS; Otomatis Kip 3/8+1/4;PCS;52.500;0 %;52.500;60.000;0 %;60.000;;
RJ479;OTOMATIS; Otomatis Original Simizu 3/8;PCS;90.000;0 %;90.000;90.000;0 %;90.000;;
RJ1491;OTOMATIS;Otomatis 1/2 bonuchi Pelampung Bola Kuningan;1pcs;65.000;0 %;65.000;75.000;0 %;75.000;;
RJ1132;OTOMATIS;Otomatis Dorong 218 Wasser Ory;PCS;250.000;0 %;250.000;250.000;0 %;250.000;;
RJ686;OTOMATIS;Otomatis Dorong Apc 01 Venezia;PCS;350.000;0 %;350.000;350.000;0 %;350.000;;
RJ687;OTOMATIS;Otomatis Dorong GRS12/8.5-Z VENEZIA;PCS;650.000;0 %;650.000;700.000;0 %;700.000;;
RJ1302;OTOMATIS;Otomatis onda Pelampung Kabel/switch Onda;1pcs;85.750;2000 %;85.750;75.000;0 %;75.000;;
RJ616;OTOMATIS;Otomatis Orisinil Pompa Smz 230;PCS;130.000;0 %;130.000;130.000;0 %;130.000;;
RJ470;OTOMATIS;Otomatis Pelampung Closet SAVING;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ469;OTOMATIS;Otomatis Pelampung Esse;PCS;50.000;0 %;50.000;60.000;0 %;60.000;;
RJ467;OTOMATIS;Otomatis Pelampung Radar Shintung;PCS;57.500;0 %;57.500;65.000;0 %;65.000;;
RJ1368;OTOMATIS;Otomatis Ps 130 2 Platina Air Lux;PCS;50.000;0 %;50.000;60.000;0 %;60.000;;
RJ468;OTOMATIS;Otomatis Radar Biasa;PCS;47.500;0 %;47.500;60.000;0 %;60.000;;
RJ2037;OTOMATIS;Pinguin Oto Level;1pcs;65.000;0 %;65.000;75.000;0 %;75.000;;
RJ1369;OTOMATIS;Venezia Ssp 4500 Stainles Celup;1pcs;750.000;0 %;750.000;750.000;0 %;750.000;;
RJ1813;Paku;Paku Beton 7cm Omco;Pak;14.000;0 %;14.000;20.000;0 %;20.000;;
RJ453;Paku;Paku Beton Hitam 30cm Hioshi;Pak;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ454;Paku;Paku Beton hitam 50cm Hioshi;Pak;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ488;Paku;Paku Phizer / Fastener M 8;PCS;15.000;0 %;15.000;15.000;0 %;15.000;;
RJ487;Paku;Paku Phizer/fastener M 6;PCS;15.000;0 %;15.000;15.000;0 %;15.000;;
RJ1987;Pipa Alderon;Alderon 1 aw;Batang;47.300;4400 %;47.300;28.500;0 %;28.500;;
RJ1985;Pipa Alderon;Alderon 1/2 AW;Batang;25.500;4400 %;25.500;15.000;0 %;15.000;;
RJ1988;Pipa Alderon;Alderon 11/ 4 aw;Batang;70.500;4400 %;70.500;40.000;0 %;40.000;;
RJ1989;Pipa Alderon;Alderon 11/4 D ;Batang;44.300;4400 %;44.300;26.000;0 %;26.000;;
RJ1986;Pipa Alderon;Alderon 3/4 aw;Batang;34.500;4400 %;34.500;20.000;0 %;20.000;;
RJ2029;Pipa Alderon;Pipa Alderon 10 Aw;Batang;1.200.000;0 %;1.200.000;1.200.000;0 %;1.200.000;;
RJ2030;Pipa Alderon;Pipa Alderon 10D;Batang;700.000;0 %;700.000;700.000;0 %;700.000;;
RJ1990;Pipa Alderon;"Pipa Alderon 11/ 2""AW";Batang;81.000;4400 %;81.000;50.000;0 %;50.000;;
RJ1991;Pipa Alderon;"Pipa Alderon 11/2""D";Batang;50.100;4400 %;50.100;30.000;0 %;30.000;;
RJ2001;Pipa Alderon;Pipa Alderon 2 D ;Batang;64.200;4400 %;64.200;37.500;0 %;37.500;;
RJ2018;Pipa Alderon;Pipa Alderon 21/2 D;Batang;86.700;4400 %;86.700;50.000;0 %;50.000;;
RJ2017;Pipa Alderon;"Pipa Alderon 21/2""AW";Batang;150.800;4400 %;150.800;87.500;0 %;87.500;;
RJ1994;Pipa Alderon;Pipa Alderon 2aw ;Batang;103.500;4400 %;103.500;60.000;0 %;60.000;;
RJ2019;Pipa Alderon;Pipa Alderon 3 AW;Batang;212.400;4400 %;212.400;120.000;0 %;120.000;;
RJ2020;Pipa Alderon;Pipa Alderon 3D;Batang;115.000;4400 %;115.000;70.000;0 %;70.000;;
RJ2021;Pipa Alderon;Pipa Alderon 4 AW ;Batang;351.800;4400 %;351.800;200.000;0 %;200.000;;
RJ2022;Pipa Alderon;Pipa Alderon 4D;Batang;180.800;4400 %;180.800;100.000;0 %;100.000;;
RJ2023;Pipa Alderon;Pipa Alderon 5AW;Batang;350.000;0 %;350.000;350.000;0 %;350.000;;
RJ2024;Pipa Alderon;Pipa Alderon 5D;Batang;200.000;0 %;200.000;200.000;0 %;200.000;;
RJ2025;Pipa Alderon;Pipa Alderon 6AW;Batang;450.000;0 %;450.000;450.000;0 %;450.000;;
RJ2026;Pipa Alderon;Pipa Alderon 6D;Batang;250.000;0 %;250.000;250.000;0 %;250.000;;
RJ2027;Pipa Alderon;Pipa Alderon 8AW;Batang;750.000;0 %;750.000;750.000;0 %;750.000;;
RJ2028;Pipa Alderon;Pipa Alderon 8D;Batang;425.000;0 %;425.000;450.000;0 %;450.000;;
RJ2077;Pipa Kitalon;"pipa  Kitalon 2""C";Batang;35.000;0 %;35.000;37.500;0 %;37.500;;
RJ2058;Pipa Kitalon;Pipa Kitalon 1;Batang;25.000;0 %;25.000;28.500;0 %;28.500;;
RJ2060;Pipa Kitalon;Pipa Kitalon 1 1\2 Aw;Batang;45.000;0 %;45.000;48.500;0 %;48.500;;
RJ2059;Pipa Kitalon;Pipa Kitalon 1 1\4 Aw;Batang;38.500;0 %;38.500;40.000;0 %;40.000;;
RJ2076;Pipa Kitalon;Pipa Kitalon 1 C;Batang;20.000;0 %;20.000;20.000;0 %;20.000;;
RJ2056;Pipa Kitalon;Pipa Kitalon 1/2;Batang;14.000;0 %;14.000;15.000;0 %;15.000;;
RJ2074;Pipa Kitalon;Pipa Kitalon 1/2 C;Batang;11.000;0 %;11.000;12.000;0 %;12.000;;
RJ2068;Pipa Kitalon;Pipa Kitalon 11/2 D;Batang;27.500;0 %;27.500;30.000;0 %;30.000;;
RJ2067;Pipa Kitalon;Pipa kitalon 11/4D;Batang;25.000;0 %;25.000;27.500;0 %;27.500;;
RJ2062;Pipa Kitalon;Pipa Kitalon 2 1\2 Aw;Batang;85.000;0 %;85.000;87.500;0 %;87.500;;
RJ2061;Pipa Kitalon;Pipa Kitalon 2 Aw;Batang;65.000;0 %;65.000;67.500;0 %;67.500;;
RJ2069;Pipa Kitalon;"Pipa Kitalon 2""D";Batang;37.500;0 %;37.500;40.000;0 %;40.000;;
RJ2078;Pipa Kitalon;Pipa Kitalon 21/2 C;Batang;5.000;0 %;5.000;50.000;0 %;50.000;;
RJ2070;Pipa Kitalon;Pipa Kitalon 21/2D;Batang;50.000;0 %;50.000;52.500;0 %;52.500;;
RJ2063;Pipa Kitalon;Pipa Kitalon 3 Aw;Batang;115.000;0 %;115.000;120.000;0 %;120.000;;
RJ2079;Pipa Kitalon;"Pipa Kitalon 3"" C";Batang;50.000;0 %;50.000;55.000;0 %;55.000;;
RJ2075;Pipa Kitalon;Pipa Kitalon 3/4 C;Batang;14.000;0 %;14.000;15.000;0 %;15.000;;
RJ2057;Pipa Kitalon;Pipa Kitalon 3\4;Batang;18.500;0 %;18.500;20.000;0 %;20.000;;
RJ2071;Pipa Kitalon;Pipa Kitalon 3D;Batang;62.500;0 %;62.500;67.500;0 %;67.500;;
RJ2064;Pipa Kitalon;Pipa Kitalon 4 Aw;Batang;195.000;0 %;195.000;200.000;0 %;200.000;;
RJ2080;Pipa Kitalon;"Pipa Kitalon 4"" C";Batang;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ2072;Pipa Kitalon;Pipa Kitalon 4D;Batang;105.000;0 %;105.000;110.000;0 %;110.000;;
RJ2065;Pipa Kitalon;Pipa Kitalon 5 Aw;Batang;325.000;0 %;325.000;350.000;0 %;350.000;;
RJ2073;Pipa Kitalon;Pipa Kitalon 5\8 ;Batang;6.000;0 %;6.000;6.000;0 %;6.000;;
RJ2066;Pipa Kitalon;Pipa Kitalon 6aw;Batang;475.000;0 %;475.000;500.000;0 %;500.000;;
RJ1736;PIPA MAS;"Dop 2""D Pipa Mas";PCS;2.500;0 %;2.500;3.000;0 %;3.000;;
RJ623;PIPA MAS;Pipamas Corong T {guiter Outlet};PCS;30.000;0 %;30.000;30.000;0 %;30.000;;
RJ624;PIPA MAS;Pipamas Pipa 1/2 AW;PCS;20.250;2400 %;20.250;17.000;0 %;17.000;;
RJ628;PIPA MAS;Pipamas Pipa 11/2 AW;PCS;63.880;2400 %;63.880;60.000;0 %;60.000;;
RJ634;PIPA MAS;Pipamas Pipa 11/2 D;PCS;40.260;2400 %;40.260;32.500;0 %;32.500;;
RJ627;PIPA MAS;Pipamas Pipa 11/4 AW;PCS;53.670;2400 %;53.670;42.500;0 %;42.500;;
RJ633;PIPA MAS;Pipamas Pipa 11/4 D;PCS;34.520;2400 %;34.520;30.000;0 %;30.000;;
RJ626;PIPA MAS;Pipamas Pipa 1AW;PCS;37.250;2400 %;37.250;34.000;0 %;34.000;;
RJ629;PIPA MAS;Pipamas Pipa 2 AW;PCS;92.610;2400 %;92.610;80.000;0 %;80.000;;
RJ630;PIPA MAS;Pipamas Pipa 21/2 AW;PCS;121.350;2400 %;121.350;110.000;0 %;110.000;;
RJ636;PIPA MAS;Pipamas Pipa 21/2 D;PCS;73.140;2400 %;73.140;60.000;0 %;60.000;;
RJ635;PIPA MAS;Pipamas Pipa 2D;PCS;53.650;2400 %;53.650;48.500;0 %;48.500;;
RJ631;PIPA MAS;Pipamas Pipa 3 Aw;PCS;170.800;2400 %;170.800;160.000;0 %;160.000;;
RJ625;PIPA MAS;Pipamas Pipa 3/4 AW;PCS;28.380;2400 %;28.380;23.000;0 %;23.000;;
RJ637;PIPA MAS;Pipamas Pipa 3D;PCS;91.320;2400 %;91.320;72.500;0 %;72.500;;
RJ632;PIPA MAS;Pipamas Pipa 4 AW;PCS;284.250;2400 %;284.250;225.000;0 %;225.000;;
RJ638;PIPA MAS;Pipamas Pipa 4D;PCS;151.750;2400 %;151.750;125.000;0 %;125.000;;
RJ639;PIPA MAS;Pipamas PIPA ABU 4 AW;PCS;388.470;2000 %;388.470;320.000;0 %;320.000;;
RJ622;PIPA MAS;Pipamas Talang Kotak {guiter Profile};PCS;100.000;0 %;100.000;100.000;0 %;100.000;;
RJ621;PIPA MAS;Pipamas Union Sok 3/4;PCS;2.500;0 %;2.500;3.000;0 %;3.000;;
RJ617;PIPA MAS;Pipamas waterMoor 1x3/4;PCS;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ619;PIPA MAS;Pipamas Watter Moor 1/2x1/2;PCS;5.500;0 %;5.500;6.500;0 %;6.500;;
RJ620;PIPA MAS;Pipamas Wattermoor 1x1;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ618;PIPA MAS;Pipamas Wattermor 3/4x3/4;PCS;6.000;0 %;6.000;7.500;0 %;7.500;;
RJ1329;PIPA MAS;PP FEMALE BEND Elbow 20X1/2 Inch Mtn F116;1pcs;9.580;2000 %;9.580;15.000;0 %;15.000;;
RJ1126;PIPA MAS;Talang Cap/dop;PCS;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ1124;PIPA MAS;Talang Corong T;PCS;26.600;2000 %;26.600;30.000;0 %;30.000;;
RJ1128;PIPA MAS;Talang Gantungan /klem;PCS;7.500;0 %;7.500;7.500;0 %;7.500;;
RJ1125;PIPA MAS;Talang Kne L;PCS;19.000;0 %;19.000;20.000;0 %;20.000;;
RJ1123;PIPA MAS;Talang Kotak 4 Mtr;PCS;95.000;0 %;95.000;100.000;0 %;100.000;;
RJ1127;PIPA MAS;Talang Sok/sambungan;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ1379;Pipa Mizu ;Pipa Mizu 1;PCS;44.700;2800 %;44.700;35.000;0 %;35.000;;
RJ1377;Pipa Mizu ;Pipa Mizu 1/2;PCS;23.400;2800 %;23.400;17.500;0 %;17.500;;
RJ1396;Pipa Mizu ;Pipa Mizu 11/2 Aw;PCS;79.900;2800 %;79.900;60.000;0 %;60.000;;
RJ1397;Pipa Mizu ;Pipa Mizu 11/2D;PCS;46.000;2800 %;46.000;35.000;0 %;35.000;;
RJ1380;Pipa Mizu ;Pipa Mizu 11/4aw;PCS;63.500;2800 %;63.500;47.500;0 %;47.500;;
RJ1395;Pipa Mizu ;Pipa Mizu 11/4D;PCS;39.400;2800 %;39.400;30.000;0 %;30.000;;
RJ1393;Pipa Mizu ;Pipa Mizu 2 Aw;PCS;104.700;2800 %;104.700;77.500;0 %;77.500;;
RJ1382;Pipa Mizu ;"Pipa Mizu 2"" D";PCS;61.900;2800 %;61.900;47.500;0 %;47.500;;
RJ1398;Pipa Mizu ;Pipa Mizu 21/2 Aw;PCS;145.100;2800 %;145.100;110.000;0 %;110.000;;
RJ1399;Pipa Mizu ;Pipa Mizu 21/2D;PCS;82.100;2800 %;82.100;62.500;0 %;62.500;;
RJ1394;Pipa Mizu ;"Pipa Mizu 3""aw";PCS;200.700;2800 %;200.700;150.000;0 %;150.000;;
RJ1378;Pipa Mizu ;Pipa Mizu 3/4;PCS;32.400;2800 %;32.400;23.500;0 %;23.500;;
RJ1400;Pipa Mizu ;Pipa Mizu 3D;PCS;108.400;2800 %;108.400;80.000;0 %;80.000;;
RJ1381;Pipa Mizu ;"Pipa Mizu 4""aw";PCS;340.600;2800 %;340.600;250.000;0 %;250.000;;
RJ1353;Pipa PP-R;COUPLER DIA 20MM (SOK 1/2) GREEN;PCS;3.800;1000 %;3.800;7.500;0 %;7.500;;
RJ1354;Pipa PP-R;COUPLER DIA 25MM (SOK 3/4) GREEN;PCS;4.100;1000 %;4.100;10.000;0 %;10.000;;
RJ1349;Pipa PP-R;ELBOW 90 DEG DIA 20MM GREEN;PCS;5.900;1000 %;5.900;7.500;0 %;7.500;;
RJ1350;Pipa PP-R;ELBOW 90 DIA 25MM (3/4) GREEN;PCS;7.600;1000 %;7.600;10.000;0 %;10.000;;
RJ1351;Pipa PP-R;EQUAL TEE DIA 20MM (1/2) GREEN;PCS;5.900;1000 %;5.900;7.500;0 %;7.500;;
RJ1352;Pipa PP-R;EQUAL TEE DIA 25MM (3/4) GREEN;PCS;7.200;1000 %;7.200;10.000;0 %;10.000;;
RJ1347;Pipa PP-R;FEMALE TEE 20X1/2 GREEN;PCS;38.800;1000 %;38.800;40.000;0 %;40.000;;
RJ1348;Pipa PP-R;FEMALE TEE 25X3/4 GREEN;PCS;56.400;1000 %;56.400;50.000;0 %;50.000;;
RJ1356;Pipa PP-R;FEMALE THEREAD JOINT 25X3/4 GREEN;PCS;41.900;1000 %;41.900;45.000;0 %;45.000;;
RJ1355;Pipa PP-R;FEMALE THREAD JOINT 20X1/2 GREEN;PCS;31.700;1000 %;31.700;35.000;0 %;35.000;;
RJ1346;Pipa PP-R;RUCIKA KALEN GREEN 3/4(25MM);PCS;94.100;1000 %;94.100;85.000;0 %;85.000;;
RJ1345;Pipa PP-R;RUCIKA KELEN GREEN 1/2(20MM);PCS;61.300;1000 %;61.300;55.000;0 %;55.000;;
RJ1141;PLATINA DINAMO;Centrit Swith L14-154S;PCS;54.500;3000 %;54.500;45.000;0 %;45.000;;
RJ1142;PLATINA DINAMO;Centrit Swith L16-154S;PCS;54.500;3000 %;54.500;45.000;0 %;45.000;;
RJ1143;PLATINA DINAMO;Centrit Swith L19-154S KUPU;PCS;61.000;3000 %;61.000;50.000;0 %;50.000;;
RJ1713;PLATINA DINAMO;CENTRIT SWITH L19-204Y;1pcs;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1714;PLATINA DINAMO;CENTRIT SWITH L19-304Y-1;1pcs;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1144;PLATINA DINAMO;Contact Breaker L19-30 2/4Y;PCS;47.000;3000 %;47.000;40.000;0 %;40.000;;
RJ1140;PLATINA DINAMO;Platina Contact Breaker L 17/9-20 2/4y;PCS;54.500;3000 %;54.500;40.000;0 %;40.000;;
RJ1712;PLATINA DINAMO;Platina KOTAK L19-1545;1pcs;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1711;PLATINA DINAMO;Platina L30/34 Kuning Besar;1pcs;60.000;0 %;60.000;60.000;0 %;60.000;;
RJ1479;POMPA AIR;Automatic shimizu Presure Control Sc-015 E/DORONG;1pcs;285.000;0 %;285.000;300.000;0 %;300.000;;
RJ1700;POMPA AIR;Boster sip 500bit Pump/dorong;1pcs;3.093.453;100 %;3.093.453;3.200.000;0 %;3.200.000;;
RJ1511;POMPA AIR;"CONTROL BOX Hcl 3""/0,5 Hp Dxm 503 220 V";PCS;250.000;0 %;250.000;250.000;0 %;250.000;;
RJ1463;POMPA AIR;Maspion 129 PAT (mwp-2199);1pcs;550.000;0 %;550.000;550.000;0 %;550.000;;
RJ1464;POMPA AIR;Maspion MWP 125KMA (mp-2188);1pcs;425.000;0 %;425.000;425.000;0 %;425.000;;
RJ493;POMPA AIR;Mesin Hitter Gas Rinnai REU-5CFC;PCS;1.500.000;0 %;1.500.000;1.500.000;0 %;1.500.000;;
RJ594;POMPA AIR;Mesin Hitter Listrik SMZ SEH-215 /15ltr;PCS;1.600.000;0 %;1.600.000;1.600.000;0 %;1.600.000;;
RJ492;POMPA AIR;Mesin Hitter Wasser FG-WH-506A 5L/MIN LPG;PCS;1.600.000;0 %;1.600.000;1.600.000;0 %;1.600.000;;
RJ60;POMPA AIR;Pompa 125 national good/ TRANS GP-125;PCS;325.000;0 %;325.000;340.000;0 %;340.000;;
RJ71;POMPA AIR;POMPA AIR DAB 125;PCS;250.000;0 %;250.000;250.000;0 %;250.000;;
RJ59;POMPA AIR;POMPA AIR LC JETPUMP+TAB;PCS;1.250.000;0 %;1.250.000;1.300.000;0 %;1.300.000;;
RJ1510;POMPA AIR;Pompa Air National Mc Gp 200 /HCL;PCS;600.000;0 %;600.000;650.000;0 %;650.000;;
RJ67;POMPA AIR;POMPA AIR PANASONIC GA-130 JAK;PCS;725.000;0 %;725.000;725.000;0 %;725.000;;
RJ68;POMPA AIR;POMPA AIR PANASONIC GN-130H;PCS;1.650.000;0 %;1.650.000;1.700.000;0 %;1.700.000;;
RJ69;POMPA AIR;POMPA AIR PANASONIC GP-129 JXK;PCS;500.000;0 %;500.000;520.000;0 %;520.000;;
RJ70;POMPA AIR;POMPA AIR PANASONIC GP129JPX;PCS;525.000;0 %;525.000;525.000;0 %;525.000;;
RJ64;POMPA AIR;POMPA AIR SANYO 137-AC;PCS;750.000;0 %;750.000;775.000;0 %;775.000;;
RJ63;POMPA AIR;POMPA AIR SANYO 137-C;PCS;550.000;0 %;550.000;575.000;0 %;575.000;;
RJ65;POMPA AIR;POMPA AIR SANYO PH-130B;PCS;1.600.000;0 %;1.600.000;1.650.000;0 %;1.650.000;;
RJ39;POMPA AIR;POMPA AIR WASSER 131-E;PCS;770.000;2600 %;770.000;575.000;0 %;575.000;;
RJ46;POMPA AIR;POMPA AIR WASSER 255-EAcomplet Set;PCS;2.100.000;0 %;2.100.000;2.100.000;0 %;2.100.000;;
RJ47;POMPA AIR;POMPA AIR WASSER PC-500 EA complete Set;PCS;3.750.000;0 %;3.750.000;3.750.000;0 %;3.750.000;;
RJ44;POMPA AIR;POMPA AIR WASSER PW 120;PCS;835.000;0 %;835.000;850.000;0 %;850.000;;
RJ40;POMPA AIR;POMPA AIR WASSER PW 129-EA;PCS;650.000;0 %;650.000;650.000;0 %;650.000;;
RJ41;POMPA AIR;POMPA AIR WASSER PW 139-EA;PCS;725.000;0 %;725.000;725.000;0 %;725.000;;
RJ42;POMPA AIR;POMPA AIR WASSER PW 225-E;PCS;1.287.000;2800 %;1.287.000;1.150.000;0 %;1.150.000;;
RJ43;POMPA AIR;POMPA AIR WASSER PW 225-EA SEMI;PCS;1.500.000;2800 %;1.500.000;1.200.000;0 %;1.200.000;;
RJ45;POMPA AIR;POMPA AIR WASSER PW 251-EA;PCS;1.800.000;0 %;1.800.000;1.800.000;0 %;1.800.000;;
RJ61;POMPA AIR;POMPA CELUP DABEURO;PCS;450.000;0 %;450.000;500.000;0 %;500.000;;
RJ51;POMPA AIR;POMPA CELUP WASSER WD-101E/modal 476300;PCS;575.000;0 %;575.000;575.000;0 %;575.000;;
RJ52;POMPA AIR;POMPA CELUP WASSER WD-101EA/modal 567000;PCS;675.000;0 %;675.000;675.000;0 %;675.000;;
RJ53;POMPA AIR;POMPA CELUP WASSER WD-200E;PCS;1.035.000;3000 %;1.035.000;1.000.000;0 %;1.000.000;;
RJ54;POMPA AIR;POMPA CELUP WASSER WD-200EA;PCS;1.158.000;3000 %;1.158.000;1.100.000;0 %;1.100.000;;
RJ50;POMPA AIR;POMPA CELUP WASSER WD-80E/modaL 432600l  ;PCS;618.000;2800 %;618.000;500.000;0 %;500.000;;
RJ1272;POMPA AIR;Pompa DABEVO 260 T;1pcs;900.000;0 %;900.000;950.000;0 %;950.000;;
RJ37;POMPA AIR;POMPA DORONG PS-228;PCS;835.380;100 %;835.380;850.000;0 %;850.000;;
RJ1415;POMPA AIR;Pompa Dorong SPW -500 Bit;1pcs;2.179.000;1500 %;2.179.000;2.200.000;0 %;2.200.000;;
RJ49;POMPA AIR;POMPA DORONG WASSER 218-EA;PCS;875.000;0 %;875.000;875.000;0 %;875.000;;
RJ48;POMPA AIR;POMPA DORONG WASSER PB-60EA;PCS;950.000;2600 %;950.000;750.000;0 %;750.000;;
RJ1414;POMPA AIR;Pompa Dorong Zps 20-12-180;PCS;1.299.000;1500 %;1.299.000;1.200.000;0 %;1.200.000;;
RJ66;POMPA AIR;POMPA PANASONIC GA-126 JAK;PCS;595.000;0 %;595.000;620.000;0 %;620.000;;
RJ1604;POMPA AIR;"POMPA SAT KIP 3"" 1HP+KABEL";PCS;1.900.000;0 %;1.900.000;2.000.000;0 %;2.000.000;;
RJ1367;POMPA AIR;Pompa Semi Jet 100 Air Lux ;PCS;700.000;0 %;700.000;700.000;0 %;700.000;;
RJ1265;POMPA AIR;Pompa venezia Celup 200 Watt(v180A);1pcs;1.400.000;0 %;1.400.000;1.400.000;0 %;1.400.000;;
RJ38;POMPA AIR;Sc 028 D Automatic Presure Smz;PCS;350.000;0 %;350.000;350.000;0 %;350.000;;
RJ12;POMPA AIR;SMZ 103 BIT;PCS;1.050.000;0 %;1.050.000;1.100.000;0 %;1.100.000;;
RJ13;POMPA AIR;SMZ 150 BIT ;PCS;1.346.890;100 %;1.346.890;1.400.000;0 %;1.400.000;;
RJ11;POMPA AIR;SMZ 230 BIT;PCS;1.150.000;0 %;1.150.000;1.200.000;0 %;1.200.000;;
RJ14;POMPA AIR;SMZ 255 BIT;PCS;2.510.424;100 %;2.510.424;2.500.000;0 %;2.500.000;;
RJ15;POMPA AIR;SMZ JET 100 BIT;PCS;890.000;0 %;890.000;900.000;0 %;900.000;;
RJ16;POMPA AIR;SMZ JET 108 BIT ;PCS;810.000;0 %;810.000;825.000;0 %;825.000;;
RJ17;POMPA AIR;SMZ JET 250 BIT Tanpa Tabung;PCS;1.522.534;100 %;1.522.534;1.600.000;0 %;1.600.000;;
RJ18;POMPA AIR;SMZ JET 308 BIT tanpa/plus Tabung;PCS;1.600.000;0 %;1.600.000;1.800.000;0 %;1.800.000;;
RJ19;POMPA AIR;SMZ JET 400 BIT Tanpa Tabung;PCS;1.650.000;0 %;1.650.000;1.750.000;0 %;1.750.000;;
RJ20;POMPA AIR;SMZ PC 250 BIT + Tabung;PCS;3.200.000;0 %;3.200.000;3.300.000;0 %;3.300.000;;
RJ21;POMPA AIR;SMZ PC 260 BIT +tabung;PCS;2.100.000;0 %;2.100.000;2.200.000;0 %;2.200.000;;
RJ22;POMPA AIR;SMZ PC 268 BIT + Tabung;PCS;1.733.115;0 %;1.733.115;2.000.000;0 %;2.000.000;;
RJ23;POMPA AIR;SMZ PC 375 BIT + Tabung;PCS;2.300.000;0 %;2.300.000;2.400.000;0 %;2.400.000;;
RJ24;POMPA AIR;SMZ PC 503 BIT + Tabung;PCS;3.410.186;100 %;3.410.186;3.700.000;0 %;3.700.000;;
RJ3;POMPA AIR;SMZ PL 122 BIT;PCS;458.388;100 %;458.388;470.000;0 %;470.000;;
RJ10;POMPA AIR;SMZ PL 138 BIT;PCS;575.770;100 %;575.770;575.000;0 %;575.000;;
RJ2;POMPA AIR;SMZ PN 125 BIT;PCS;475.525;100 %;475.525;475.000;0 %;475.000;;
RJ1;POMPA AIR;SMZ PS 116 BIT;PCS;475.524;100 %;475.524;475.000;0 %;475.000;;
RJ4;POMPA AIR;SMZ PS 126 BIT;PCS;525.218;100 %;525.218;525.000;0 %;525.000;;
RJ5;POMPA AIR;SMZ ps 128 BIT;PCS;480.000;0 %;480.000;485.000;0 %;485.000;;
RJ8;POMPA AIR;SMZ PS 130 BIT;PCS;675.000;0 %;675.000;685.000;0 %;685.000;;
RJ9;POMPA AIR;SMZ PS 135 E;PCS;585.000;0 %;585.000;595.000;0 %;595.000;;
RJ6;POMPA AIR;SMZ PS 221 BIT;PCS;758.268;100 %;758.268;765.000;0 %;765.000;;
RJ7;POMPA AIR;SMZ PS 226 BIT;PCS;1.050.000;0 %;1.050.000;1.100.000;0 %;1.100.000;;
RJ1702;POMPA AIR;Spes 311k Bit(1/2hp)40m;1pcs;1.729.022;100 %;1.729.022;2.000.000;0 %;2.000.000;;
RJ1703;POMPA AIR;Spes 316k Bit(3/4hp)50m;1pcs;2.136.002;100 %;2.136.002;2.400.000;0 %;2.400.000;;
RJ1704;POMPA AIR;spes 321KBIT (1HP)50M;1pcs;2.459.873;100 %;2.459.873;2.650.000;0 %;2.650.000;;
RJ1701;POMPA AIR;Spes-308k(1/3hp)40m;1pcs;1.514.822;100 %;1.514.822;1.750.000;0 %;1.750.000;;
RJ1965;POMPA AIR;Spg20.327 k Bit/1hp/50mtr;1pcs;2.863.436;100 %;2.863.436;3.100.000;0 %;3.100.000;;
RJ1896;POMPA AIR;"Submersible Inoto Body 2""";PCS;1.750.000;0 %;1.750.000;1.750.000;0 %;1.750.000;;
RJ2000;POMPA AIR;SUBMERSIBLE SMZ 1 hp 327K TERBARU;PCS;3.200.000;0 %;3.200.000;3.200.000;0 %;3.200.000;;
RJ25;POMPA AIR;"SUBMERSIBLE SMZ 226K 2""";PCS;1.721.227;100 %;1.721.227;1.900.000;0 %;1.900.000;;
